"Tabela 839 - Área plantada, área colhida, quantidade produzida e rendimento médio de milho, 1ª e 2ª safras"
"Variável - Área plantada (Hectares)"
"Cód.";"UF, Mesorregião, Microrregião e Município, em ordem de código de Meso e Micro, e nome de Município - RN";"Ano x Produto das lavouras temporárias"
"Cód.";"UF, Mesorregião, Microrregião e Município, em ordem de código de Meso e Micro, e nome de Município - RN";"2003";;;"2004";;;"2005";;;"2006";;;"2007";;;"2008";;;"2009";;;"2010";;;"2011";;;"2012";;;"2013";;;"2014";;;"2015";;;"2016";;;"2017";;;"2018";;;"2019";;;"2020"
"Cód.";"UF, Mesorregião, Microrregião e Município, em ordem de código de Meso e Micro, e nome de Município - RN";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra"
"2401503";"      Barcelona";"509";"509";"-";"494";"494";"-";"178";"178";"-";"95";"95";"-";"296";"296";"-";"600";"600";"-";"616";"616";"-";"85";"85";"-";"700";"700";"-";"-";"-";"-";"500";"500";"-";"83";"83";"-";"91";"91";"-";"125";"125";"-";"150";"150";"-";"600";"600";"-";"600";"600";"-";"600";"600";"-"
"2402105";"      Campo Redondo";"639";"639";"-";"800";"800";"-";"350";"350";"-";"350";"350";"-";"350";"350";"-";"800";"800";"-";"800";"800";"-";"467";"467";"-";"400";"400";"-";"-";"-";"-";"520";"520";"-";"100";"100";"-";"56";"56";"-";"120";"120";"-";"150";"150";"-";"600";"600";"-";"600";"600";"-";"278";"278";"-"
"2402808";"      Coronel Ezequiel";"710";"710";"-";"500";"500";"-";"500";"500";"-";"500";"500";"-";"300";"300";"-";"800";"800";"-";"600";"600";"-";"100";"100";"-";"600";"600";"-";"-";"-";"-";"200";"200";"-";"100";"100";"-";"600";"600";"-";"114";"114";"-";"185";"185";"-";"600";"600";"-";"600";"600";"-";"1000";"1000";"-"
"2405009";"      Jaçanã";"700";"700";"-";"451";"451";"-";"500";"500";"-";"399";"399";"-";"104";"104";"-";"500";"500";"-";"500";"500";"-";"0";"0";"-";"700";"700";"-";"-";"-";"-";"250";"250";"-";"100";"100";"-";"77";"77";"-";"100";"100";"-";"178";"178";"-";"600";"600";"-";"600";"600";"-";"800";"800";"-"
"2405405";"      Japi";"390";"390";"-";"720";"720";"-";"320";"320";"-";"0";"0";"-";"117";"117";"-";"600";"600";"-";"470";"470";"-";"59";"59";"-";"500";"500";"-";"-";"-";"-";"400";"400";"-";"-";"-";"-";"67";"67";"-";"67";"67";"-";"100";"100";"-";"600";"600";"-";"600";"600";"-";"-";"-";"-"
"2406403";"      Lagoa de Velhos";"384";"384";"-";"551";"551";"-";"410";"410";"-";"258";"258";"-";"143";"143";"-";"619";"619";"-";"595";"595";"-";"159";"159";"-";"700";"700";"-";"-";"-";"-";"400";"400";"-";"200";"200";"-";"100";"100";"-";"100";"100";"-";"167";"167";"-";"600";"600";"-";"600";"600";"-";"600";"600";"-"
"2406809";"      Lajes Pintadas";"349";"349";"-";"900";"900";"-";"409";"409";"-";"500";"500";"-";"390";"390";"-";"360";"360";"-";"211";"211";"-";"119";"119";"-";"301";"301";"-";"-";"-";"-";"333";"333";"-";"133";"133";"-";"50";"50";"-";"67";"67";"-";"156";"156";"-";"600";"600";"-";"600";"600";"-";"300";"300";"-"
"2407906";"      Monte das Gameleiras";"480";"480";"-";"430";"430";"-";"300";"300";"-";"0";"0";"-";"183";"183";"-";"500";"500";"-";"500";"500";"-";"244";"244";"-";"600";"600";"-";"-";"-";"-";"500";"500";"-";"111";"111";"-";"50";"50";"-";"178";"178";"-";"240";"240";"-";"600";"600";"-";"600";"600";"-";"650";"650";"-"
"2411106";"      Ruy Barbosa";"284";"284";"-";"700";"700";"-";"479";"479";"-";"200";"200";"-";"279";"279";"-";"500";"500";"-";"60";"60";"-";"50";"50";"-";"600";"600";"-";"-";"-";"-";"700";"700";"-";"100";"100";"-";"45";"45";"-";"67";"67";"-";"143";"143";"-";"600";"600";"-";"600";"600";"-";"600";"600";"-"
"2411205";"      Santa Cruz";"386";"386";"-";"700";"700";"-";"370";"370";"-";"87";"87";"-";"250";"250";"-";"600";"600";"-";"480";"480";"-";"120";"120";"-";"600";"600";"-";"-";"-";"-";"159";"159";"-";"133";"133";"-";"27";"27";"-";"59";"59";"-";"57";"57";"-";"600";"600";"-";"450";"450";"-";"400";"400";"-"
"2411700";"      São Bento do Trairí";"496";"496";"-";"800";"800";"-";"350";"350";"-";"299";"299";"-";"192";"192";"-";"700";"700";"-";"210";"210";"-";"80";"80";"-";"600";"600";"-";"-";"-";"-";"250";"250";"-";"200";"200";"-";"50";"50";"-";"187";"187";"-";"125";"125";"-";"600";"600";"-";"600";"600";"-";"304";"304";"-"
"2412302";"      São José do Campestre";"400";"400";"-";"651";"651";"-";"359";"359";"-";"100";"100";"-";"360";"360";"-";"800";"800";"-";"640";"640";"-";"...";"...";"...";"800";"800";"-";"-";"-";"-";"600";"600";"-";"200";"200";"-";"27";"27";"-";"50";"50";"-";"89";"89";"-";"600";"600";"-";"600";"600";"-";"600";"600";"-"
"2412906";"      São Tomé";"220";"220";"-";"649";"649";"-";"273";"273";"-";"400";"400";"-";"294";"294";"-";"649";"649";"-";"329";"329";"-";"0";"0";"-";"600";"600";"-";"-";"-";"-";"306";"306";"-";"200";"200";"-";"22";"22";"-";"40";"40";"-";"86";"86";"-";"600";"600";"-";"600";"600";"-";"600";"600";"-"
"2413300";"      Serra de São Bento";"680";"680";"-";"660";"660";"-";"400";"400";"-";"293";"293";"-";"253";"253";"-";"500";"500";"-";"580";"580";"-";"400";"400";"-";"600";"600";"-";"-";"-";"-";"359";"359";"-";"200";"200";"-";"50";"50";"-";"157";"157";"-";"183";"183";"-";"600";"600";"-";"600";"600";"-";"600";"600";"-"
"2413706";"      Sítio Novo";"359";"359";"-";"650";"650";"-";"336";"336";"-";"244";"244";"-";"309";"309";"-";"800";"800";"-";"800";"800";"-";"0";"0";"-";"750";"750";"-";"-";"-";"-";"143";"143";"-";"333";"333";"-";"83";"83";"-";"80";"80";"-";"167";"167";"-";"600";"600";"-";"500";"500";"-";"600";"600";"-"
"2414001";"      Tangará";"470";"470";"-";"648";"648";"-";"350";"350";"-";"450";"450";"-";"145";"145";"-";"749";"749";"-";"800";"800";"-";"251";"251";"-";"611";"611";"-";"-";"-";"-";"300";"300";"-";"250";"250";"-";"40";"40";"-";"92";"92";"-";"150";"150";"-";"600";"600";"-";"600";"600";"-";"600";"600";"-"
"24015";"    Agreste Potiguar";"600";"600";"-";"643";"643";"-";"387";"387";"-";"423";"423";"-";"472";"472";"-";"710";"710";"-";"528";"528";"-";"644";"644";"-";"723";"723";"-";"250";"250";"-";"637";"637";"-";"689";"689";"-";"545";"545";"-";"333";"333";"-";"290";"290";"-";"670";"670";"-";"606";"606";"-";"613";"613";"-"
"2401701";"      Bom Jesus";"390";"390";"-";"720";"720";"-";"289";"289";"-";"255";"255";"-";"600";"600";"-";"540";"540";"-";"751";"751";"-";"300";"300";"-";"600";"600";"-";"-";"-";"-";"600";"600";"-";"133";"133";"-";"208";"208";"-";"200";"200";"-";"200";"200";"-";"600";"600";"-";"600";"600";"-";"650";"650";"-"
"2401800";"      Brejinho";"700";"700";"-";"740";"740";"-";"161";"161";"-";"400";"400";"-";"650";"650";"-";"700";"700";"-";"650";"650";"-";"800";"800";"-";"800";"800";"-";"-";"-";"-";"650";"650";"-";"661";"661";"-";"750";"750";"-";"100";"100";"-";"300";"300";"-";"333";"333";"-";"...";"...";"...";"...";"...";"..."
"2404606";"      Ielmo Marinho";"750";"750";"-";"550";"550";"-";"250";"250";"-";"450";"450";"-";"500";"500";"-";"700";"700";"-";"600";"600";"-";"800";"800";"-";"800";"800";"-";"-";"-";"-";"800";"800";"-";"800";"800";"-";"800";"800";"-";"483";"483";"-";"433";"433";"-";"553";"553";"-";"615";"615";"-";"550";"550";"-"
"2405306";"      Januário Cicco";"500";"500";"-";"650";"650";"-";"310";"310";"-";"179";"179";"-";"300";"300";"-";"1000";"1000";"-";"850";"850";"-";"500";"500";"-";"600";"600";"-";"-";"-";"-";"700";"700";"-";"160";"160";"-";"83";"83";"-";"210";"210";"-";"200";"200";"-";"600";"600";"-";"600";"600";"-";"600";"600";"-"
"2406155";"      Jundiá";"585";"585";"-";"700";"700";"-";"352";"352";"-";"448";"448";"-";"503";"503";"-";"750";"750";"-";"649";"649";"-";"900";"900";"-";"900";"900";"-";"-";"-";"-";"750";"750";"-";"500";"500";"-";"500";"500";"-";"500";"500";"-";"400";"400";"-";"500";"500";"-";"525";"525";"-";"600";"600";"-"
"2406205";"      Lagoa d'Anta";"580";"580";"-";"700";"700";"-";"520";"520";"-";"300";"300";"-";"300";"300";"-";"300";"300";"-";"350";"350";"-";"450";"450";"-";"800";"800";"-";"-";"-";"-";"717";"717";"-";"100";"100";"-";"100";"100";"-";"350";"350";"-";"167";"167";"-";"600";"600";"-";"600";"600";"-";"600";"600";"-"
"2406304";"      Lagoa de Pedras";"700";"700";"-";"700";"700";"-";"700";"700";"-";"401";"401";"-";"600";"600";"-";"1500";"1500";"-";"1200";"1200";"-";"1200";"1200";"-";"1200";"1200";"-";"-";"-";"-";"750";"750";"-";"750";"750";"-";"750";"750";"-";"500";"500";"-";"280";"280";"-";"600";"600";"-";"660";"660";"-";"600";"600";"-"
"2406601";"      Lagoa Salgada";"750";"750";"-";"750";"750";"-";"751";"751";"-";"301";"301";"-";"350";"350";"-";"800";"800";"-";"800";"800";"-";"600";"600";"-";"800";"800";"-";"-";"-";"-";"750";"750";"-";"750";"750";"-";"750";"750";"-";"500";"500";"-";"320";"320";"-";"800";"800";"-";"580";"580";"-";"600";"600";"-"
"2407807";"      Monte Alegre";"700";"700";"-";"690";"690";"-";"180";"180";"-";"800";"800";"-";"300";"300";"-";"800";"800";"-";"649";"649";"-";"649";"649";"-";"650";"650";"-";"-";"-";"-";"714";"714";"-";"800";"800";"-";"500";"500";"-";"500";"500";"-";"500";"500";"-";"1500";"1500";"-";"630";"630";"-";"700";"700";"-"
"2408300";"      Nova Cruz";"600";"600";"-";"517";"517";"-";"400";"400";"-";"700";"700";"-";"600";"600";"-";"1000";"1000";"-";"600";"600";"-";"800";"800";"-";"800";"800";"-";"-";"-";"-";"800";"800";"-";"733";"733";"-";"750";"750";"-";"500";"500";"-";"514";"514";"-";"700";"700";"-";"710";"710";"-";"600";"600";"-"
"2409100";"      Passa e Fica";"649";"649";"-";"800";"800";"-";"600";"600";"-";"48";"48";"-";"600";"600";"-";"600";"600";"-";"60";"60";"-";"220";"220";"-";"750";"750";"-";"-";"-";"-";"470";"470";"-";"133";"133";"-";"50";"50";"-";"300";"300";"-";"200";"200";"-";"600";"600";"-";"600";"600";"-";"600";"600";"-"
"2409209";"      Passagem";"600";"600";"-";"650";"650";"-";"347";"347";"-";"400";"400";"-";"450";"450";"-";"800";"800";"-";"653";"653";"-";"653";"653";"-";"800";"800";"-";"-";"-";"-";"750";"750";"-";"781";"781";"-";"550";"550";"-";"500";"500";"-";"300";"300";"-";"1625";"1625";"-";"500";"500";"-";"650";"650";"-"
"2410306";"      Serra Caiada";"517";"517";"-";"600";"600";"-";"490";"490";"-";"100";"100";"-";"601";"601";"-";"799";"799";"-";"539";"539";"-";"300";"300";"-";"600";"600";"-";"-";"-";"-";"800";"800";"-";"143";"143";"-";"67";"67";"-";"156";"156";"-";"154";"154";"-";"600";"600";"-";"600";"600";"-";"600";"600";"-"
"2410900";"      Riachuelo";"479";"479";"-";"560";"560";"-";"274";"274";"-";"300";"300";"-";"230";"230";"-";"531";"531";"-";"212";"212";"-";"100";"100";"-";"600";"600";"-";"-";"-";"-";"500";"500";"-";"125";"125";"-";"40";"40";"-";"67";"67";"-";"120";"120";"-";"600";"600";"-";"600";"600";"-";"600";"600";"-"
"2409332";"      Santa Maria";"409";"409";"-";"600";"600";"-";"105";"105";"-";"216";"216";"-";"263";"263";"-";"480";"480";"-";"310";"310";"-";"125";"125";"-";"600";"600";"-";"-";"-";"-";"600";"600";"-";"167";"167";"-";"67";"67";"-";"80";"80";"-";"156";"156";"-";"600";"600";"-";"600";"600";"-";"600";"600";"-"
"2411502";"      Santo Antônio";"800";"800";"-";"600";"600";"-";"249";"249";"-";"451";"451";"-";"550";"550";"-";"700";"700";"-";"600";"600";"-";"700";"700";"-";"800";"800";"-";"-";"-";"-";"750";"750";"-";"667";"667";"-";"450";"450";"-";"500";"500";"-";"300";"300";"-";"833";"833";"-";"710";"710";"-";"700";"700";"-"
"2412609";"      São Paulo do Potengi";"350";"350";"-";"600";"600";"-";"196";"196";"-";"204";"204";"-";"352";"352";"-";"528";"528";"-";"168";"168";"-";"89";"89";"-";"800";"800";"-";"-";"-";"-";"269";"269";"-";"143";"143";"-";"114";"114";"-";"50";"50";"-";"175";"175";"-";"600";"600";"-";"600";"600";"-";"600";"600";"-"
"2412708";"      São Pedro";"670";"670";"-";"750";"750";"-";"270";"270";"-";"600";"600";"-";"239";"239";"-";"700";"700";"-";"190";"190";"-";"...";"...";"...";"700";"700";"-";"-";"-";"-";"567";"567";"-";"133";"133";"-";"91";"91";"-";"125";"125";"-";"150";"150";"-";"600";"600";"-";"600";"600";"-";"600";"600";"-"
"2413102";"      Senador Elói de Souza";"512";"512";"-";"530";"530";"-";"345";"345";"-";"354";"354";"-";"398";"398";"-";"531";"531";"-";"605";"605";"-";"278";"278";"-";"600";"600";"-";"250";"250";"-";"300";"300";"-";"100";"100";"-";"67";"67";"-";"156";"156";"-";"160";"160";"-";"600";"600";"-";"600";"600";"-";"600";"600";"-"
"2413508";"      Serrinha";"650";"650";"-";"600";"600";"-";"600";"600";"-";"600";"600";"-";"450";"450";"-";"800";"800";"-";"700";"700";"-";"460";"460";"-";"900";"900";"-";"-";"-";"-";"600";"600";"-";"600";"600";"-";"528";"528";"-";"600";"600";"-";"333";"333";"-";"800";"800";"-";"640";"640";"-";"700";"700";"-"
"2414704";"      Várzea";"600";"600";"-";"600";"600";"-";"349";"349";"-";"400";"400";"-";"552";"552";"-";"700";"700";"-";"852";"852";"-";"796";"796";"-";"796";"796";"-";"-";"-";"-";"700";"700";"-";"750";"750";"-";"600";"600";"-";"500";"500";"-";"300";"300";"-";"1000";"1000";"-";"640";"640";"-";"700";"700";"-"
"2414803";"      Vera Cruz";"640";"640";"-";"455";"455";"-";"282";"282";"-";"447";"447";"-";"450";"450";"-";"750";"750";"-";"688";"688";"-";"700";"700";"-";"700";"700";"-";"-";"-";"-";"550";"550";"-";"550";"550";"-";"550";"550";"-";"500";"500";"-";"500";"500";"-";"800";"800";"-";"580";"580";"-";"800";"800";"-"
"2404";"  Leste Potiguar";"652";"652";"-";"641";"641";"-";"381";"381";"-";"513";"513";"-";"506";"506";"-";"717";"717";"-";"595";"595";"-";"674";"674";"-";"770";"770";"-";"800";"800";"-";"736";"736";"-";"761";"761";"-";"532";"532";"-";"603";"603";"-";"469";"469";"-";"564";"564";"-";"563";"563";"-";"562";"562";"-"
"24016";"    Litoral Nordeste";"653";"653";"-";"555";"555";"-";"318";"318";"-";"526";"526";"-";"461";"461";"-";"653";"653";"-";"542";"542";"-";"709";"709";"-";"739";"739";"-";"-";"-";"-";"713";"713";"-";"821";"821";"-";"352";"352";"-";"566";"566";"-";"460";"460";"-";"423";"423";"-";"418";"418";"-";"411";"411";"-"
"2407500";"      Maxaranguape";"600";"600";"-";"600";"600";"-";"350";"350";"-";"350";"350";"-";"600";"600";"-";"700";"700";"-";"596";"596";"-";"900";"900";"-";"800";"800";"-";"-";"-";"-";"800";"800";"-";"800";"800";"-";"450";"450";"-";"800";"800";"-";"800";"800";"-";"800";"800";"-";"600";"600";"-";"740";"740";"-"
"2409506";"      Pedra Grande";"350";"350";"-";"400";"400";"-";"150";"150";"-";"300";"300";"-";"312";"313";"-";"300";"300";"-";"400";"400";"-";"100";"100";"-";"400";"400";"-";"-";"-";"-";"-";"-";"-";"400";"400";"-";"500";"500";"-";"-";"-";"-";"-";"-";"-";"900";"900";"-";"600";"600";"-";"...";"...";"..."
"2410405";"      Pureza";"649";"649";"-";"649";"649";"-";"265";"265";"-";"250";"250";"-";"403";"403";"-";"747";"747";"-";"548";"548";"-";"800";"800";"-";"800";"800";"-";"-";"-";"-";"778";"778";"-";"200";"200";"-";"200";"200";"-";"400";"400";"-";"400";"400";"-";"400";"400";"-";"340";"340";"-";"380";"380";"-"
"2408953";"      Rio do Fogo";"588";"588";"-";"600";"600";"-";"343";"343";"-";"500";"500";"-";"400";"400";"-";"700";"700";"-";"602";"602";"-";"450";"450";"-";"700";"700";"-";"-";"-";"-";"700";"700";"-";"700";"700";"-";"389";"389";"-";"700";"700";"-";"700";"700";"-";"700";"700";"-";"700";"700";"-";"700";"700";"-"
"2412559";"      São Miguel do Gostoso";"650";"650";"-";"550";"550";"-";"450";"450";"-";"550";"550";"-";"700";"700";"-";"700";"700";"-";"556";"556";"-";"800";"800";"-";"800";"800";"-";"-";"-";"-";"500";"500";"-";"700";"700";"-";"390";"390";"-";"-";"-";"-";"...";"...";"...";"300";"300";"-";"350";"350";"-";"350";"350";"-"
"2413904";"      Taipu";"688";"688";"-";"551";"551";"-";"350";"350";"-";"500";"500";"-";"353";"353";"-";"650";"650";"-";"653";"653";"-";"800";"800";"-";"800";"800";"-";"-";"-";"-";"800";"800";"-";"400";"400";"-";"399";"399";"-";"390";"390";"-";"250";"250";"-";"250";"250";"-";"348";"348";"-";"328";"328";"-"
"2414407";"      Touros";"700";"700";"-";"550";"550";"-";"250";"250";"-";"800";"800";"-";"450";"450";"-";"700";"700";"-";"500";"500";"-";"700";"700";"-";"800";"800";"-";"-";"-";"-";"375";"375";"-";"3598";"3598";"-";"233";"233";"-";"500";"500";"-";"500";"500";"-";"500";"500";"-";"500";"500";"-";"500";"500";"-"
"24017";"    Macaíba";"665";"665";"-";"778";"778";"-";"425";"425";"-";"540";"541";"-";"500";"500";"-";"759";"759";"-";"658";"658";"-";"723";"723";"-";"815";"815";"-";"-";"-";"-";"688";"688";"-";"789";"789";"-";"657";"657";"-";"656";"656";"-";"482";"482";"-";"663";"663";"-";"731";"731";"-";"703";"703";"-"
"2402600";"      Ceará-Mirim";"600";"600";"-";"550";"550";"-";"250";"250";"-";"450";"450";"-";"550";"550";"-";"700";"700";"-";"549";"549";"-";"560";"560";"-";"650";"650";"-";"-";"-";"-";"700";"700";"-";"613";"613";"-";"553";"553";"-";"553";"553";"-";"796";"796";"-";"800";"800";"-";"800";"800";"-";"717";"717";"-"
"2407104";"      Macaíba";"700";"700";"-";"900";"900";"-";"298";"298";"-";"500";"500";"-";"599";"599";"-";"599";"599";"-";"802";"802";"-";"800";"800";"-";"800";"800";"-";"-";"-";"-";"667";"667";"-";"464";"464";"-";"500";"500";"-";"200";"200";"-";"500";"500";"-";"1000";"1000";"-";"600";"600";"-";"800";"800";"-"
"2408201";"      Nísia Floresta";"750";"750";"-";"900";"900";"-";"459";"459";"-";"450";"450";"-";"545";"545";"-";"700";"700";"-";"698";"698";"-";"600";"600";"-";"900";"900";"-";"-";"-";"-";"750";"750";"-";"643";"643";"-";"600";"600";"-";"500";"500";"-";"500";"500";"-";"500";"500";"-";"540";"540";"-";"700";"700";"-"
"2412005";"      São Gonçalo do Amarante";"636";"636";"-";"700";"700";"-";"500";"500";"-";"600";"600";"-";"450";"450";"-";"700";"700";"-";"701";"701";"-";"799";"799";"-";"600";"600";"-";"-";"-";"-";"700";"700";"-";"1000";"1000";"-";"800";"800";"-";"800";"800";"-";"400";"400";"-";"500";"500";"-";"700";"700";"-";"668";"668";"-"
"2412203";"      São José de Mipibu";"750";"750";"-";"900";"900";"-";"600";"600";"-";"600";"600";"-";"450";"450";"-";"1000";"1000";"-";"488";"488";"-";"700";"700";"-";"1200";"1200";"-";"-";"-";"-";"600";"600";"-";"800";"800";"-";"-";"-";"-";"...";"...";"...";"600";"600";"-";"800";"800";"-";"660";"660";"-";"700";"700";"-"
"24018";"    Natal";"653";"653";"-";"653";"653";"-";"449";"449";"-";"499";"499";"-";"600";"600";"-";"701";"701";"-";"600";"600";"-";"551";"551";"-";"800";"800";"-";"-";"-";"-";"800";"800";"-";"775";"775";"-";"418";"418";"-";"557";"557";"-";"507";"507";"-";"500";"500";"-";"518";"518";"-";"517";"517";"-"
"2403608";"      Extremoz";"650";"650";"-";"650";"650";"-";"401";"401";"-";"499";"499";"-";"600";"600";"-";"702";"702";"-";"602";"602";"-";"500";"500";"-";"800";"800";"-";"-";"-";"-";"800";"800";"-";"800";"800";"-";"325";"325";"-";"555";"555";"-";"507";"507";"-";"500";"500";"-";"518";"518";"-";"517";"517";"-"
"2408102";"      Natal";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"2403251";"      Parnamirim";"660";"660";"-";"660";"660";"-";"547";"547";"-";"500";"500";"-";"600";"600";"-";"700";"700";"-";"597";"597";"-";"597";"597";"-";"800";"800";"-";"-";"-";"-";"800";"800";"-";"725";"725";"-";"667";"667";"-";"600";"600";"-";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"24019";"    Litoral Sul";"631";"631";"-";"633";"633";"-";"376";"376";"-";"467";"467";"-";"515";"515";"-";"734";"734";"-";"579";"579";"-";"631";"631";"-";"747";"747";"-";"800";"800";"-";"845";"845";"-";"595";"595";"-";"684";"684";"-";"559";"559";"-";"461";"461";"-";"1069";"1069";"-";"608";"608";"-";"685";"685";"-"
"2401206";"      Arês";"450";"450";"-";"450";"450";"-";"349";"349";"-";"451";"451";"-";"400";"400";"-";"800";"800";"-";"600";"600";"-";"800";"800";"-";"800";"800";"-";"800";"800";"-";"762";"762";"-";"400";"400";"-";"700";"700";"-";"667";"667";"-";"600";"600";"-";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"2401404";"      Baía Formosa";"583";"583";"-";"500";"500";"-";"200";"200";"-";"467";"467";"-";"333";"333";"-";"650";"650";"-";"611";"611";"-";"800";"800";"-";"800";"800";"-";"-";"-";"-";"800";"800";"-";"600";"600";"-";"700";"700";"-";"700";"700";"-";"600";"600";"-";"1000";"1000";"-";"600";"600";"-";"700";"700";"-"
"2402204";"      Canguaretama";"722";"722";"-";"709";"709";"-";"250";"250";"-";"250";"250";"-";"600";"600";"-";"700";"700";"-";"601";"601";"-";"600";"600";"-";"600";"600";"-";"-";"-";"-";"700";"700";"-";"700";"700";"-";"700";"700";"-";"600";"600";"-";"486";"486";"-";"1200";"1200";"-";"600";"600";"-";"800";"800";"-"
"2403509";"      Espírito Santo";"700";"700";"-";"711";"711";"-";"278";"278";"-";"450";"450";"-";"596";"596";"-";"700";"700";"-";"547";"547";"-";"400";"400";"-";"400";"400";"-";"-";"-";"-";"667";"667";"-";"500";"500";"-";"750";"750";"-";"600";"600";"-";"600";"600";"-";"500";"500";"-";"600";"600";"-";"700";"700";"-"
"2404200";"      Goianinha";"700";"700";"-";"705";"705";"-";"380";"380";"-";"380";"380";"-";"451";"451";"-";"800";"800";"-";"652";"652";"-";"650";"650";"-";"800";"800";"-";"-";"-";"-";"500";"500";"-";"600";"600";"-";"600";"600";"-";"600";"600";"-";"500";"500";"-";"900";"900";"-";"600";"600";"-";"700";"700";"-"
"2407708";"      Montanhas";"680";"680";"-";"709";"709";"-";"299";"299";"-";"482";"482";"-";"504";"504";"-";"747";"747";"-";"548";"548";"-";"548";"548";"-";"800";"800";"-";"-";"-";"-";"727";"727";"-";"556";"556";"-";"1000";"1000";"-";"500";"500";"-";"400";"400";"-";"1000";"1000";"-";"600";"600";"-";"600";"600";"-"
"2409803";"      Pedro Velho";"700";"700";"-";"700";"700";"-";"300";"300";"-";"500";"500";"-";"500";"500";"-";"800";"800";"-";"504";"504";"-";"504";"504";"-";"800";"800";"-";"-";"-";"-";"1250";"1250";"-";"600";"600";"-";"700";"700";"-";"600";"600";"-";"314";"314";"-";"800";"800";"-";"540";"540";"-";"600";"600";"-"
"2413201";"      Senador Georgino Avelino";"653";"653";"-";"622";"622";"-";"600";"600";"-";"600";"600";"-";"500";"500";"-";"700";"700";"-";"600";"600";"-";"700";"700";"-";"700";"700";"-";"-";"-";"-";"800";"800";"-";"800";"800";"-";"667";"667";"-";"520";"520";"-";"500";"500";"-";"1667";"1667";"-";"667";"667";"-";"700";"700";"-"
"2414209";"      Tibau do Sul";"642";"642";"-";"600";"600";"-";"600";"600";"-";"600";"600";"-";"700";"700";"-";"500";"500";"-";"496";"496";"-";"700";"700";"-";"800";"800";"-";"-";"-";"-";"700";"700";"-";"667";"667";"-";"500";"500";"-";"400";"400";"-";"500";"500";"-";"1500";"1500";"-";"725";"725";"-";"700";"700";"-"
"2415008";"      Vila Flor";"575";"575";"-";"578";"578";"-";"600";"600";"-";"600";"600";"-";"700";"700";"-";"700";"700";"-";"611";"611";"-";"556";"556";"-";"800";"800";"-";"-";"-";"-";"600";"600";"-";"600";"600";"-";"667";"667";"-";"500";"500";"-";"600";"600";"-";"900";"900";"-";"500";"500";"-";"700";"700";"-"
"Fonte: IBGE - Produção Agrícola Municipal"

"Notas"
"1 - Subentende a possibilidade de cultivos sucessivos ou simultâneos (simples, associados e/ou intercalados) no mesmo ano e no mesmo local, podendo, por isto, a área informada da cultura exceder a área geográfica do município."
"2 - A diferença entre a área plantada e a área colhida na lavoura temporária é considerada como área perdida."
"3 - Os dados das safras 2009 e 2010 da UF São Paulo não estão disponíveis, pois não foi possível obter informações detalhadas destas  safras."
